# version:2018-05-05 15:52:33
# WORD	TF	IDF	ATTR
Q50L	20	20	n
QIDA	20	20	n
QMDG	20	20	n
QMTG	20	20	n
QMTZ	20	20	n
QMYB	20	20	n
QMYF	20	20	n
QTCX	20	20	n
QTDP	20	20	n
QTLJ	20	20	n
QTLS	20	20	n
QX50	20	20	n
QYFZ	20	20	n
QZCL	20	20	n
QZDH	20	20	n
QZYF	20	20	n
RAIL	20	20	n
RAV4	20	20	n
REAR	20	20	n
REIN	20	20	n
REIZ	20	20	n
RELE	20	20	n
RELY	20	20	n
REP.	20	20	n
RING	20	20	n
RJHQ	20	20	n
RMKG	20	20	n
ROAD	20	20	n
RONG	20	20	n
ROUE	20	20	n
RUSA	20	20	n
RYXT	20	20	n
S-V8	20	20	n
S500	20	20	n
S60L	20	20	n
SAAB	20	20	n
SAGA	20	20	n
SAIC	20	20	n
SAIL	20	20	n
SAXO	20	20	n
SCFB	20	20	n
SCPW	20	20	n
SCRG	20	20	n
SCTP	20	20	n
SCZB	20	20	n
SEAL	20	20	n
SEAT	20	20	n
SGDG	20	20	n
SGKZ	20	20	n
SGMW	20	20	n
SHDZ	20	20	n
SHEN	20	20	n
SHIM	20	20	n
SHOE	20	20	n
SHRW	20	20	n
SIDE	20	20	n
SJMD	20	20	n
SKNY	20	20	n
SONG	20	20	n
SOUL	20	20	n
SQDT	20	20	n
SQTJ	20	20	n
SRQG	20	20	n
STAR	20	20	n
STEM	20	20	n
STOP	20	20	n
STUB	20	20	n
SXJD	20	20	n
T140	20	20	n
TANG	20	20	n
TANK	20	20	n
TAPA	20	20	n
TATA	20	20	n
TAXI	20	20	n
TETE	20	20	n
THAR	20	20	n
TIAO	20	20	n
TICO	20	20	n
TIGR	20	20	n
TIRE	20	20	n
TLZC	20	20	n
TOLE	20	20	n
TONG	20	20	n
TOPE	20	20	n
TOWN	20	20	n
TRAG	20	20	n
TRAX	20	20	n
TRIM	20	20	n
TUBO	20	20	n
TURN	20	20	n
TXWG	20	20	n
UNIT	20	20	n
VASE	20	20	n
VIDE	20	20	n
VIOS	20	20	n
VITO	20	20	n
VIVA	20	20	n
WALL	20	20	n
WCYZ	20	20	n
WDBL	20	20	n
WDKG	20	20	n
WING	20	20	n
WIRA	20	20	n
WIRE	20	20	n
WITH	20	20	n
WLQC	20	20	n
XC60	20	20	n
XC70	20	20	n
XC90	20	20	n
XIAO	20	20	n
XJCT	20	20	n
XLXS	20	20	n
XR-V	20	20	n
XSQJ	20	20	n
XUAN	20	20	n
XYLO	20	20	n
YCGQ	20	20	n
YDKD	20	20	n
YEMA	20	20	n
YETI	20	20	n
YFND	20	20	n
YGKG	20	20	n
YGLG	20	20	n
YGMD	20	20	n
YIDA	20	20	n
YMQC	20	20	n
YONG	20	20	n
YQAD	20	20	n
YQDZ	20	20	n
YQFT	20	20	n
YQJL	20	20	n
YUGO	20	20	n
ZERO	20	20	n
ZGYQ	20	20	n
ZHAN	20	20	n
ZHKG	20	20	n
ZSCL	20	20	n
ZSLT	20	20	n
ZUND	20	20	n
ZXLG	20	20	n
ZZRC	20	20	n
Z系	20	20	n
бю	20	20	n
Ка	20	20	n
По	20	20	n
007	20	20	n
100	20	20	n
104	20	20	n
106	20	20	n
107	20	20	n
108	20	20	n
121	20	20	n
200	20	20	n
204	20	20	n
205	20	20	n
206	20	20	n
207	20	20	n
208	20	20	n
2CV	20	20	n
300	20	20	n
301	20	20	n
304	20	20	n
305	20	20	n
306	20	20	n
307	20	20	n
308	20	20	n
309	20	20	n
323	20	20	n
330	20	20	n
400	20	20	n
404	20	20	n
405	20	20	n
406	20	20	n
407	20	20	n
408	20	20	n
452	20	20	n
500	20	20	n
504	20	20	n
505	20	20	n
508	20	20	n
550	20	20	n
560	20	20	n
5LS	20	20	n
604	20	20	n
605	20	20	n
607	20	20	n
610	20	20	n
616	20	20	n
626	20	20	n
630	20	20	n
730	20	20	n
800	20	20	n
806	20	20	n
807	20	20	n
818	20	20	n
850	20	20	n
9-3	20	20	n
9-5	20	20	n
900	20	20	n
929	20	20	n
940	20	20	n
960	20	20	n
A30	20	20	n
A60	20	20	n
ABS	20	20	n
AEF	20	20	n
AEP	20	20	n
AIR	20	20	n
AKL	20	20	n
AND	20	20	n
APE	20	20	n
ARM	20	20	n
ARO	20	20	n
AST	20	20	n
ASX	20	20	n
AX3	20	20	n
AX7	20	20	n
B10	20	20	n
B11	20	20	n
B12	20	20	n
B30	20	20	n
B50	20	20	n
B70	20	20	n
B90	20	20	n
BAW	20	20	n
BIN	20	20	n
BJC	20	20	n
BLD	20	20	n
BLS	20	20	n
BMW	20	20	n
BOX	20	20	n
BRZ	20	20	n
BSJ	20	20	n
BSQ	20	20	n
BXG	20	20	n
BXS	20	20	n
BYD	20	20	n
BZJ	20	20	n
BZQ	20	20	n
C15	20	20	n
C25	20	20	n
C30	20	20	n
C35	20	20	n
C70	20	20	n
CAB	20	20	n
CAP	20	20	n
CAR	20	20	n
CDJ	20	20	n
CDX	20	20	n
CEE	20	20	n
CEO	20	20	n
CGQ	20	20	n
CJQ	20	20	n
CLA	20	20	n
CLC	20	20	n
CLG	20	20	n
CLK	20	20	n
CLS	20	20	n
CM7	20	20	n
CM8	20	20	n
CMS	20	20	n
CON	20	20	n
CRV	20	20	n
CRX	20	20	n
CS6	20	20	n
CS7	20	20	n
CSX	20	20	n
CTS	20	20	n
CUB	20	20	n
D10	20	20	n
DAF	20	20	n
DB6	20	20	n
DB7	20	20	n
DB9	20	20	n
DBS	20	20	n
DCD	20	20	n
DCF	20	20	n
DDL	20	20	n
DEL	20	20	n
DES	20	20	n
DFL	20	20	n
DJG	20	20	n
DLB	20	20	n
DNB	20	20	n
DS3	20	20	n
DS4	20	20	n
DS5	20	20	n
DS6	20	20	n
DTS	20	20	n
DUV	20	20	n
DXC	20	20	n
DXD	20	20	n
DXX	20	20	n
DXY	20	20	n
DYC	20	20	n
DYK	20	20	n
DYQ	20	20	n
E2O	20	20	n
E70	20	20	n
EAU	20	20	n
EGR	20	20	n
EJE	20	20	n
END	20	20	n
EOS	20	20	n
ESQ	20	20	n
F3R	20	20	n
FAN	20	20	n
FAW	20	20	n
FCA	20	20	n
FCZ	20	20	n
FDJ	20	20	n
FDQ	20	20	n
FEU	20	20	n
FHT	20	20	n
FHX	20	20	n
FIT	20	20	n
FLL	20	20	n
FLZ	20	20	n
FOG	20	20	n
FOR	20	20	n
FOX	20	20	n
FRV	20	20	n
FSO	20	20	n
FSY	20	20	n
FUR	20	20	n
FYT	20	20	n
G10	20	20	n
G3R	20	20	n
GAC	20	20	n
GAS	20	20	n
GAZ	20	20	n
GDJ	20	20	n
GEJ	20	20	n
GEN	20	20	n
GEO	20	20	n
GIO	20	20	n
GJT	20	20	n
GL8	20	20	n
GLA	20	20	n
GLC	20	20	n
GLK	20	20	n
GMC	20	20	n
GME	20	20	n
GOA	20	20	n
GOL	20	20	n
GQC	20	20	n
GZP	20	20	n
H30	20	20	n
HDB	20	20	n
HHR	20	20	n
HHS	20	20	n
HRV	20	20	n
HSH	20	20	n
HSJ	20	20	n
HUB	20	20	n
HYQ	20	20	n
I10	20	20	n
I20	20	20	n
I30	20	20	n
I40	20	20	n
ILX	20	20	n
ION	20	20	n
ISH	20	20	n
JAC	20	20	n
JDJ	20	20	n
JDQ	20	20	n
JEU	20	20	n
JGS	20	20	n
JJJ	20	20	n
JLQ	20	20	n
JMC	20	20	n
JMX	20	20	n
JQG	20	20	n
JQM	20	20	n
JWQ	20	20	n
JYB	20	20	n
JYG	20	20	n
JYL	20	20	n
JZQ	20	20	n
K3S	20	20	n
KDG	20	20	n
KDL	20	20	n
KIA	20	20	n
KIT	20	20	n
KMS	20	20	n
KQB	20	20	n
KQG	20	20	n
KTM	20	20	n
KX3	20	20	n
KZB	20	20	n
KZF	20	20	n
L60	20	20	n
LDV	20	20	n
LDY	20	20	n
LFA	20	20	n
LGZ	20	20	n
LHQ	20	20	n
LMO	20	20	n
LQX	20	20	n
LQY	20	20	n
LTI	20	20	n
LUZ	20	20	n
MAN	20	20	n
MAX	20	20	n
MDX	20	20	n
MG3	20	20	n
MG5	20	20	n
MG6	20	20	n
MG7	20	20	n
MJT	20	20	n
MKC	20	20	n
MKS	20	20	n
MKT	20	20	n
MKX	20	20	n
MKZ	20	20	n
MLS	20	20	n
MPV	20	20	n
MR2	20	20	n
MTK	20	20	n
MX6	20	20	n
MZD	20	20	n
NEW	20	20	n
NQG	20	20	n
NSJ	20	20	n
NSX	20	20	n
NUT	20	20	n
NZJ	20	20	n
OFF	20	20	n
OIL	20	20	n
PAD	20	20	n
PAN	20	20	n
PDK	20	20	n
PHG	20	20	n
PQG	20	20	n
PQM	20	20	n
PSA	20	20	n
PSP	20	20	n
PYS	20	20	n
PYZ	20	20	n
PZB	20	20	n
PZD	20	20	n
PZF	20	20	n
QDH	20	20	n
QDJ	20	20	n
QDX	20	20	n
QGC	20	20	n
QGD	20	20	n
QIN	20	20	n
QQY	20	20	n
QYB	20	20	n
QYG	20	20	n
QYL	20	20	n
RAM	20	20	n
RAV	20	20	n
RCZ	20	20	n
RDX	20	20	n
REP	20	20	n
REX	20	20	n
RHX	20	20	n
RIO	20	20	n
RLX	20	20	n
ROD	20	20	n
RPM	20	20	n
RSX	20	20	n
RX7	20	20	n
S15	20	20	n
S30	20	20	n
S40	20	20	n
S60	20	20	n
S70	20	20	n
S80	20	20	n
S90	20	20	n
SAO	20	20	n
SBB	20	20	n
SBL	20	20	n
SCD	20	20	n
SCG	20	20	n
SCP	20	20	n
SCQ	20	20	n
SCX	20	20	n
SET	20	20	n
SGD	20	20	n
SGM	20	20	n
SHI	20	20	n
SJB	20	20	n
SKD	20	20	n
SKY	20	20	n
SLK	20	20	n
SLR	20	20	n
SLS	20	20	n
SLX	20	20	n
SMA	20	20	n
SRQ	20	20	n
SRT	20	20	n
SRX	20	20	n
STO	20	20	n
STS	20	20	n
SUV	20	20	n
SVW	20	20	n
SVX	20	20	n
SWM	20	20	n
SX4	20	20	n
SX7	20	20	n
SZZ	20	20	n
TCG	20	20	n
TFF	20	20	n
TFG	20	20	n
TIE	20	20	n
TLZ	20	20	n
TOW	20	20	n
TQF	20	20	n
TSL	20	20	n
TSX	20	20	n
TVR	20	20	n
UAZ	20	20	n
UFO	20	20	n
UMM	20	20	n
USA	20	20	n
V12	20	20	n
V40	20	20	n
V50	20	20	n
V60	20	20	n
V70	20	20	n
V80	20	20	n
V90	20	20	n
VEL	20	20	n
VIS	20	20	n
VPG	20	20	n
VUE	20	20	n
VVT	20	20	n
WDK	20	20	n
WDP	20	20	n
WEW	20	20	n
WSL	20	20	n
WZM	20	20	n
X80	20	20	n
XBB	20	20	n
XDG	20	20	n
XFD	20	20	n
XFL	20	20	n
XLR	20	20	n
XSQ	20	20	n
XTL	20	20	n
XTS	20	20	n
XUV	20	20	n
XYT	20	20	n
YDK	20	20	n
YGB	20	20	n
YGP	20	20	n
YHH	20	20	n
YKQ	20	20	n
YMX	20	20	n
YRS	20	20	n
YSJ	20	20	n
YUE	20	20	n
YWK	20	20	n
YXG	20	20	n
YZB	20	20	n
ZAZ	20	20	n
ZDB	20	20	n
ZDF	20	20	n
ZDX	20	20	n
ZEN	20	20	n
ZFQ	20	20	n
ZHE	20	20	n
ZHI	20	20	n
ZJL	20	20	n
ZLQ	20	20	n
ZTE	20	20	n
ZTP	20	20	n
ZXJ	20	20	n
ZXX	20	20	n
4X	20	20	n
50	20	20	n
57	20	20	n
60	20	20	n
62	20	20	n
75	20	20	n
7X	20	20	n
80	20	20	n
90	20	20	n
A1	20	20	n
A2	20	20	n
A3	20	20	n
A4	20	20	n
A5	20	20	n
A6	20	20	n
A7	20	20	n
A8	20	20	n
AC	20	20	n
AD	20	20	n
AO	20	20	n
AS	20	20	n
AT	20	20	n
AX	20	20	n
B3	20	20	n
B4	20	20	n
B5	20	20	n
B6	20	20	n
B7	20	20	n
B8	20	20	n
B9	20	20	n
BB	20	20	n
BC	20	20	n
BD	20	20	n
BJ	20	20	n
BK	20	20	n
BL	20	20	n
BM	20	20	n
BT	20	20	n
BX	20	20	n
BZ	20	20	n
C1	20	20	n
C2	20	20	n
C3	20	20	n
C4	20	20	n
C5	20	20	n
C6	20	20	n
C8	20	20	n
CA	20	20	n
CC	20	20	n
CF	20	20	n
CH	20	20	n
CJ	20	20	n
CL	20	20	n
CM	20	20	n
CQ	20	20	n
CR	20	20	n
CS	20	20	n
CT	20	20	n
CV	20	20	n
CW	20	20	n
CX	20	20	n
D3	20	20	n
D5	20	20	n
DA	20	20	n
DD	20	20	n
DE	20	20	n
DF	20	20	n
DH	20	20	n
DI	20	20	n
DJ	20	20	n
DN	20	20	n
DQ	20	20	n
DR	20	20	n
DS	20	20	n
DU	20	20	n
DY	20	20	n
DZ	20	20	n
E3	20	20	n
E5	20	20	n
E6	20	20	n
EL	20	20	n
EN	20	20	n
EQ	20	20	n
ES	20	20	n
ET	20	20	n
EX	20	20	n
F0	20	20	n
F3	20	20	n
F6	20	20	n
FD	20	20	n
FE	20	20	n
FH	20	20	n
FJ	20	20	n
FL	20	20	n
FQ	20	20	n
FT	20	20	n
FX	20	20	n
G3	20	20	n
G5	20	20	n
G6	20	20	n
GL	20	20	n
GM	20	20	n
GS	20	20	n
GT	20	20	n
GX	20	20	n
GZ	20	20	n
H1	20	20	n
H2	20	20	n
H3	20	20	n
H5	20	20	n
H6	20	20	n
H8	20	20	n
H9	20	20	n
HD	20	20	n
HE	20	20	n
HF	20	20	n
HG	20	20	n
HH	20	20	n
HI	20	20	n
HJ	20	20	n
HL	20	20	n
HM	20	20	n
HP	20	20	n
HQ	20	20	n
HS	20	20	n
HT	20	20	n
I3	20	20	n
I8	20	20	n
IH	20	20	n
IS	20	20	n
J2	20	20	n
J3	20	20	n
J5	20	20	n
J6	20	20	n
J7	20	20	n
J9	20	20	n
JA	20	20	n
JB	20	20	n
JD	20	20	n
JF	20	20	n
JH	20	20	n
JL	20	20	n
JN	20	20	n
JP	20	20	n
JY	20	20	n
JZ	20	20	n
K2	20	20	n
K3	20	20	n
K4	20	20	n
K5	20	20	n
K9	20	20	n
KL	20	20	n
KR	20	20	n
KS	20	20	n
KX	20	20	n
L3	20	20	n
LA	20	20	n
LB	20	20	n
LD	20	20	n
LE	20	20	n
LF	20	20	n
LG	20	20	n
LH	20	20	n
LK	20	20	n
LL	20	20	n
LM	20	20	n
LN	20	20	n
LS	20	20	n
LT	20	20	n
LW	20	20	n
LX	20	20	n
M1	20	20	n
M3	20	20	n
M5	20	20	n
M6	20	20	n
M8	20	20	n
MG	20	20	n
MJ	20	20	n
MN	20	20	n
MP	20	20	n
NS	20	20	n
NX	20	20	n
OB	20	20	n
OG	20	20	n
OL	20	20	n
OM	20	20	n
PT	20	20	n
PZ	20	20	n
Q3	20	20	n
Q5	20	20	n
Q6	20	20	n
Q7	20	20	n
QC	20	20	n
QI	20	20	n
QJ	20	20	n
QL	20	20	n
QQ	20	20	n
QR	20	20	n
QT	20	20	n
QX	20	20	n
QY	20	20	n
QZ	20	20	n
R8	20	20	n
RC	20	20	n
RL	20	20	n
RW	20	20	n
RX	20	20	n
RY	20	20	n
S2	20	20	n
S3	20	20	n
S4	20	20	n
S5	20	20	n
S6	20	20	n
S7	20	20	n
S8	20	20	n
SB	20	20	n
SC	20	20	n
SG	20	20	n
SH	20	20	n
SL	20	20	n
SQ	20	20	n
ST	20	20	n
SW	20	20	n
SY	20	20	n
T1	20	20	n
T2	20	20	n
TB	20	20	n
TF	20	20	n
TL	20	20	n
TM	20	20	n
TS	20	20	n
TT	20	20	n
TU	20	20	n
TX	20	20	n
TY	20	20	n
UD	20	20	n
UP	20	20	n
V3	20	20	n
V5	20	20	n
V6	20	20	n
V8	20	20	n
VW	20	20	n
WD	20	20	n
WF	20	20	n
WL	20	20	n
WX	20	20	n
X1	20	20	n
X3	20	20	n
X4	20	20	n
X5	20	20	n
X6	20	20	n
XC	20	20	n
XD	20	20	n
XG	20	20	n
XJ	20	20	n
XK	20	20	n
XL	20	20	n
XM	20	20	n
XT	20	20	n
XV	20	20	n
YF	20	20	n
YG	20	20	n
YJ	20	20	n
YL	20	20	n
YQ	20	20	n
YS	20	20	n
YZ	20	20	n
ZC	20	20	n
ZH	20	20	n
ZJ	20	20	n
ZT	20	20	n
ZW	20	20	n
ZX	20	20	n
